age,annual_income,purchase_amount,gender,city,product_category,payment_method,is_returned
41,83776,340.95,Male,Houston,Beauty,PayPal,False
51,109633,597.22,Female,San Jose,Clothing,Credit Card,False
33,55012,225.05,Other,Dallas,Electronics,Credit Card,True
31,72796,284.32,Male,Philadelphia,Clothing,UPI,True
47,78819,313.99,Female,Houston,Beauty,Debit Card,False
42,83822,352.96,Male,Los Angeles,Home,PayPal,False
41,64614,253.63,Other,Philadelphia,Sports,PayPal,True
45,61497,239.34,Male,Los Angeles,Beauty,Debit Card,True
42,89296,367.4,Other,San Diego,Electronics,Credit Card,True
41,109979,582.05,Female,San Jose,Clothing,Credit Card,True
38,75419,299.68,Other,Chicago,Home,PayPal,True
41,86787,357.91,Other,San Diego,Clothing,Debit Card,True
47,84322,330.03,Male,San Antonio,Home,Credit Card,False
39,61881,237.83,Male,New York,Electronics,Credit Card,True
48,85811,360.04,Male,San Antonio,Sports,Credit Card,True
39,106217,571.1,Female,San Jose,Electronics,PayPal,True
38,69473,277.35,Other,Los Angeles,Electronics,PayPal,True
30,64416,253.53,Other,San Jose,Electronics,Debit Card,False
43,97992,416.47,Female,Phoenix,Electronics,Debit Card,False
30,58449,232.14,Female,Phoenix,Clothing,Credit Card,False
49,121727,835.96,Other,Phoenix,Clothing,Debit Card,False
30,92978,424.89,Male,New York,Home,PayPal,False
43,139890,1271.77,Other,Chicago,Beauty,Credit Card,True
46,68230,265.27,Female,San Antonio,Sports,Debit Card,True
31,104911,537.95,Female,Philadelphia,Clothing,Credit Card,True
41,103020,490.7,Male,San Antonio,Beauty,Credit Card,False
39,94449,420.4,Other,San Diego,Sports,PayPal,False
45,88060,369.39,Other,San Diego,Beauty,PayPal,True
35,117550,719.33,Female,San Jose,Electronics,Credit Card,False
40,66236,233.85,Female,Phoenix,Electronics,UPI,True
36,70896,292.19,Male,San Diego,Clothing,PayPal,True
33,68589,254.8,Female,Houston,Electronics,Debit Card,False
42,112340,608.2,Other,Chicago,Beauty,Debit Card,True
43,91257,387.16,Female,San Diego,Electronics,PayPal,False
47,101811,488.74,Other,Los Angeles,Clothing,PayPal,False
50,107392,547.38,Other,Dallas,Clothing,UPI,False
31,102594,494.51,Other,Phoenix,Beauty,Credit Card,True
49,74474,262.81,Male,San Diego,Clothing,PayPal,False
36,71038,295.42,Male,San Diego,Sports,PayPal,False
41,70185,283.85,Male,Chicago,Clothing,UPI,False
49,82878,346.04,Other,Phoenix,Sports,UPI,False
40,81810,322.8,Other,San Jose,Electronics,PayPal,True
45,71793,279.66,Male,Chicago,Home,Debit Card,False
55,41026,159.43,Female,Houston,Beauty,Credit Card,True
44,84517,335.71,Female,San Antonio,Sports,Debit Card,False
50,84267,353.86,Male,Chicago,Home,Debit Card,False
44,86084,334.35,Female,San Jose,Sports,Credit Card,True
38,78246,291.04,Female,Los Angeles,Clothing,Credit Card,True
39,61956,234.4,Male,New York,Clothing,PayPal,True
41,101571,500.51,Other,San Antonio,Home,Credit Card,True
40,91899,380.5,Female,San Jose,Sports,UPI,False
47,100208,452.13,Male,Chicago,Beauty,PayPal,False
42,104466,524.7,Female,Dallas,Home,PayPal,False
49,107510,570.99,Male,Houston,Beauty,UPI,False
38,122741,797.58,Female,San Diego,Electronics,PayPal,True
